Datum von;Datum bis;Biomasse [MWh] Originalauflösungen;Wasserkraft [MWh] Originalauflösungen;Wind Offshore [MWh] Originalauflösungen;Wind Onshore [MWh] Originalauflösungen;Photovoltaik [MWh] Originalauflösungen;Sonstige Erneuerbare [MWh] Originalauflösungen;Kernenergie [MWh] Originalauflösungen;Braunkohle [MWh] Originalauflösungen;Steinkohle [MWh] Originalauflösungen;Erdgas [MWh] Originalauflösungen;Pumpspeicher [MWh] Originalauflösungen;Sonstige Konventionelle [MWh] Originalauflösungen
30.01.2025 06:45;30.01.2025 07:00;1.126,50;530,25;958,25;3.130,00;2,25;33,50;-;2.601,00;1.452,25;3.059,75;415,00;307,00
30.01.2025 07:00;30.01.2025 07:15;1.158,25;462,50;1.107,75;3.113,50;2,50;33,50;-;2.598,25;1.471,00;3.242,25;394,00;310,25
30.01.2025 07:15;30.01.2025 07:30;1.167,25;472,75;1.083,50;3.049,75;2,75;33,75;-;2.611,25;1.480,50;3.327,75;670,00;305,00
30.01.2025 07:30;30.01.2025 07:45;1.179,25;490,75;1.063,50;2.963,75;5,00;33,25;-;2.608,25;1.478,00;3.364,00;813,50;302,25
30.01.2025 07:45;30.01.2025 08:00;1.190,00;500,25;1.020,25;2.898,50;18,25;33,00;-;2.603,25;1.489,00;3.440,50;1.034,00;304,25
30.01.2025 08:00;30.01.2025 08:15;1.199,25;502,75;980,75;2.858,00;94,50;32,00;-;2.575,25;1.496,25;3.501,50;927,50;305,25
30.01.2025 08:15;30.01.2025 08:30;1.202,00;483,25;974,75;2.786,00;233,75;32,00;-;2.552,75;1.497,00;3.524,00;896,00;306,00
30.01.2025 08:30;30.01.2025 08:45;1.204,75;460,50;942,00;2.690,75;419,00;32,50;-;2.561,50;1.497,25;3.546,75;811,00;305,00
30.01.2025 08:45;30.01.2025 09:00;1.206,25;457,00;937,00;2.579,50;638,25;32,50;-;2.569,75;1.498,75;3.547,00;754,25;305,75
30.01.2025 09:00;30.01.2025 09:15;1.197,50;488,50;1.037,00;2.462,00;881,00;32,00;-;2.552,00;1.496,00;3.557,50;1.007,00;307,75
30.01.2025 09:15;30.01.2025 09:30;1.191,00;482,75;1.060,75;2.321,50;1.119,00;31,75;-;2.523,50;1.508,25;3.572,75;846,75;308,00
30.01.2025 09:30;30.01.2025 09:45;1.180,25;466,75;1.044,75;2.209,25;1.363,25;31,50;-;2.518,25;1.510,00;3.552,25;703,00;305,50
30.01.2025 09:45;30.01.2025 10:00;1.171,75;463,25;1.018,25;2.096,25;1.592,25;31,50;-;2.464,00;1.514,75;3.580,75;569,75;305,25
30.01.2025 10:00;30.01.2025 10:15;1.144,50;479,25;1.048,00;1.980,00;1.841,50;31,50;-;2.339,75;1.517,25;3.590,25;361,75;304,25
30.01.2025 10:15;30.01.2025 10:30;1.129,75;472,75;1.023,00;1.866,50;2.100,50;31,25;-;2.307,25;1.524,00;3.582,25;293,25;305,25
30.01.2025 10:30;30.01.2025 10:45;1.117,50;482,00;1.015,25;1.752,25;2.348,50;31,00;-;2.294,75;1.524,25;3.553,25;267,25;308,25
30.01.2025 10:45;30.01.2025 11:00;1.118,00;486,75;976,75;1.645,25;2.597,25;31,25;-;2.280,50;1.522,25;3.508,00;223,00;307,00
30.01.2025 11:00;30.01.2025 11:15;1.092,75;481,25;984,50;1.541,75;2.863,75;31,50;-;2.283,00;1.518,00;3.376,75;229,50;305,50
30.01.2025 11:15;30.01.2025 11:30;1.091,75;473,00;960,25;1.460,75;3.130,50;31,25;-;2.299,75;1.519,50;3.327,50;208,75;310,50
30.01.2025 11:30;30.01.2025 11:45;1.088,25;470,75;951,50;1.408,50;3.340,00;29,00;-;2.298,25;1.516,75;3.337,25;149,25;310,25
30.01.2025 11:45;30.01.2025 12:00;1.087,25;458,75;938,25;1.354,50;3.440,00;29,00;-;2.317,75;1.513,75;3.269,00;125,25;309,00
30.01.2025 12:00;30.01.2025 12:15;1.067,75;460,50;973,50;1.301,00;3.476,25;30,50;-;2.381,50;1.526,75;3.101,00;121,50;311,00
30.01.2025 12:15;30.01.2025 12:30;1.066,50;465,25;981,75;1.239,75;3.448,75;31,00;-;2.413,75;1.532,50;3.019,00;88,25;313,00
30.01.2025 12:30;30.01.2025 12:45;1.067,25;465,25;957,25;1.240,25;3.410,50;30,50;-;2.394,25;1.535,25;3.049,75;75,75;309,75
30.01.2025 12:45;30.01.2025 13:00;1.067,75;457,75;945,50;1.223,50;3.353,25;28,00;-;2.476,25;1.539,75;3.024,25;49,75;306,75
30.01.2025 13:00;30.01.2025 13:15;1.062,75;459,25;940,75;1.189,75;3.261,25;28,25;-;2.589,50;1.531,50;2.990,75;66,75;307,00
30.01.2025 13:15;30.01.2025 13:30;1.066,25;446,25;928,00;1.163,00;3.171,00;28,50;-;2.616,75;1.529,00;3.026,25;23,25;310,25
30.01.2025 13:30;30.01.2025 13:45;1.070,75;458,00;960,25;1.124,00;3.018,00;29,75;-;2.609,25;1.529,75;3.054,25;12,75;308,75
30.01.2025 13:45;30.01.2025 14:00;1.073,50;451,50;1.027,00;1.092,50;2.811,00;30,50;-;2.605,50;1.526,25;3.079,25;21,25;306,75
30.01.2025 14:00;30.01.2025 14:15;1.083,25;478,50;1.066,00;1.092,25;2.638,25;31,00;-;2.611,00;1.516,75;3.145,25;19,25;303,75
30.01.2025 14:15;30.01.2025 14:30;1.087,00;498,00;1.095,00;1.095,50;2.416,75;31,50;-;2.610,00;1.521,00;3.180,50;38,00;303,75
30.01.2025 14:30;30.01.2025 14:45;1.092,00;470,50;1.118,25;1.131,25;2.153,50;31,50;-;2.608,25;1.529,00;3.254,25;42,50;306,25
30.01.2025 14:45;30.01.2025 15:00;1.094,50;466,75;1.104,50;1.197,25;1.910,75;32,25;-;2.605,75;1.554,25;3.315,00;42,75;306,50
30.01.2025 15:00;30.01.2025 15:15;1.115,50;456,25;1.072,00;1.261,00;1.669,25;32,75;-;2.603,75;1.583,75;3.325,25;24,75;305,50
30.01.2025 15:15;30.01.2025 15:30;1.123,25;474,50;1.054,75;1.314,50;1.405,25;32,75;-;2.638,25;1.591,25;3.380,50;53,75;302,50
30.01.2025 15:30;30.01.2025 15:45;1.133,25;494,75;1.037,75;1.378,50;1.135,00;33,00;-;2.637,50;1.597,00;3.481,50;136,50;303,75
30.01.2025 15:45;30.01.2025 16:00;1.145,75;507,75;965,75;1.413,75;853,75;33,25;-;2.625,75;1.602,00;3.484,50;274,50;300,25
30.01.2025 16:00;30.01.2025 16:15;1.176,75;480,00;927,00;1.455,75;608,50;33,75;-;2.634,50;1.600,25;3.479,50;406,50;306,25
30.01.2025 16:15;30.01.2025 16:30;1.192,00;509,75;912,00;1.522,75;396,25;34,00;-;2.641,00;1.605,50;3.527,25;635,00;307,75
30.01.2025 16:30;30.01.2025 16:45;1.204,00;526,50;880,50;1.577,50;217,25;34,50;-;2.642,00;1.601,00;3.581,75;924,00;310,75
30.01.2025 16:45;30.01.2025 17:00;1.214,00;539,75;859,50;1.647,75;85,50;34,75;-;2.647,00;1.601,25;3.630,00;1.075,25;310,75
30.01.2025 17:00;30.01.2025 17:15;1.225,75;518,00;792,00;1.742,25;22,00;34,25;-;2.650,75;1.600,25;3.638,75;1.063,25;312,50
30.01.2025 17:15;30.01.2025 17:30;1.235,00;543,00;792,25;1.802,25;6,00;34,25;-;2.642,00;1.598,00;3.641,75;1.154,50;319,50
30.01.2025 17:30;30.01.2025 17:45;1.237,75;535,50;852,75;1.877,75;5,50;34,50;-;2.645,00;1.594,75;3.641,00;1.207,50;318,25
30.01.2025 17:45;30.01.2025 18:00;1.239,50;530,00;906,00;1.926,50;5,75;34,50;-;2.651,25;1.598,25;3.632,50;1.250,50;322,75
30.01.2025 18:00;30.01.2025 18:15;1.241,50;529,75;900,00;1.962,50;5,75;34,50;-;2.652,50;1.594,25;3.640,50;1.141,50;321,50
30.01.2025 18:15;30.01.2025 18:30;1.246,75;532,75;885,50;2.076,50;3,50;34,50;-;2.658,50;1.593,25;3.636,00;1.134,50;315,00
30.01.2025 18:30;30.01.2025 18:45;1.247,25;509,75;1.022,00;2.264,75;4,25;34,50;-;2.662,00;1.595,25;3.630,00;1.045,75;315,75
30.01.2025 18:45;30.01.2025 19:00;1.250,00;510,50;1.082,25;2.425,00;3,00;34,50;-;2.665,00;1.594,75;3.594,00;1.048,25;319,50
30.01.2025 19:00;30.01.2025 19:15;1.238,00;512,50;958,00;2.562,75;4,25;34,50;-;2.663,50;1.595,25;3.599,50;1.003,50;317,75
30.01.2025 19:15;30.01.2025 19:30;1.228,50;508,25;917,00;2.744,75;3,50;34,50;-;2.664,00;1.595,50;3.592,50;861,50;319,25
30.01.2025 19:30;30.01.2025 19:45;1.222,75;500,25;986,50;2.882,00;2,75;34,50;-;2.659,50;1.594,25;3.570,25;619,00;319,75
30.01.2025 19:45;30.01.2025 20:00;1.210,50;478,25;1.174,75;2.997,75;2,00;34,50;-;2.662,75;1.595,00;3.558,25;367,00;309,75
30.01.2025 20:00;30.01.2025 20:15;1.180,25;474,00;1.258,25;3.076,25;2,50;34,50;-;2.660,25;1.596,00;3.552,00;577,00;306,00
30.01.2025 20:15;30.01.2025 20:30;1.174,25;468,25;1.275,50;3.154,75;2,00;34,50;-;2.654,25;1.597,75;3.525,75;355,50;311,25
30.01.2025 20:30;30.01.2025 20:45;1.165,00;455,50;1.143,50;3.251,75;2,50;34,25;-;2.653,25;1.587,25;3.455,75;223,75;308,00
30.01.2025 20:45;30.01.2025 21:00;1.157,50;429,25;884,00;3.350,50;2,00;33,75;-;2.655,25;1.573,00;3.434,00;132,75;310,25
30.01.2025 21:00;30.01.2025 21:15;1.122,75;436,25;883,75;3.425,00;2,00;34,00;-;2.655,75;1.568,75;3.291,50;201,75;313,50
30.01.2025 21:15;30.01.2025 21:30;1.114,75;445,50;998,50;3.494,00;2,00;33,75;-;2.651,50;1.560,00;3.170,75;96,75;314,75
30.01.2025 21:30;30.01.2025 21:45;1.108,50;445,00;1.090,25;3.521,50;2,00;33,75;-;2.652,75;1.558,75;3.027,75;30,50;314,50
30.01.2025 21:45;30.01.2025 22:00;1.106,00;429,75;1.175,00;3.608,00;2,00;34,00;-;2.647,25;1.559,50;2.832,25;8,75;312,00
30.01.2025 22:00;30.01.2025 22:15;1.092,00;448,00;1.190,25;3.657,50;2,00;34,00;-;2.630,75;1.529,00;2.808,75;18,50;308,25
30.01.2025 22:15;30.01.2025 22:30;1.087,50;428,50;1.191,75;3.695,25;2,00;34,00;-;2.583,25;1.457,75;2.638,00;14,25;311,25
30.01.2025 22:30;30.01.2025 22:45;1.080,75;427,50;1.223,50;3.704,25;2,25;34,00;-;2.589,75;1.394,00;2.495,00;28,25;311,00
30.01.2025 22:45;30.01.2025 23:00;1.077,25;436,75;1.229,25;3.671,50;2,25;34,25;-;2.610,50;1.355,00;2.338,50;19,50;312,00
30.01.2025 23:00;30.01.2025 23:15;1.060,00;460,50;1.213,25;3.640,50;2,00;34,25;-;2.626,25;1.296,50;2.203,00;39,75;309,00
30.01.2025 23:15;30.01.2025 23:30;1.056,50;420,25;1.145,75;3.629,25;2,00;34,00;-;2.629,00;1.276,50;2.111,75;8,00;308,50
30.01.2025 23:30;30.01.2025 23:45;1.052,25;420,75;1.162,00;3.623,75;2,25;34,00;-;2.643,00;1.267,75;2.096,00;18,50;308,50
30.01.2025 23:45;31.01.2025 00:00;1.053,75;420,50;1.200,25;3.596,50;2,00;34,00;-;2.679,25;1.252,50;2.093,25;5,25;306,75
31.01.2025 00:00;31.01.2025 00:15;1.042,75;434,25;1.221,75;3.580,50;1,75;34,00;-;2.717,00;1.244,00;1.962,50;41,25;369,50
31.01.2025 00:15;31.01.2025 00:30;1.038,50;442,25;1.232,50;3.562,00;1,75;34,25;-;2.727,25;1.239,25;1.945,50;17,00;306,50
31.01.2025 00:30;31.01.2025 00:45;1.033,75;444,50;1.252,00;3.504,00;1,75;34,25;-;2.715,75;1.245,50;1.906,00;4,00;308,50
31.01.2025 00:45;31.01.2025 01:00;1.033,75;444,25;1.258,25;3.499,25;2,00;34,25;-;2.702,50;1.244,00;1.893,50;8,25;309,25
31.01.2025 01:00;31.01.2025 01:15;1.030,00;431,25;1.229,25;3.584,75;1,75;34,50;-;2.676,50;1.250,25;1.827,75;18,50;309,50
31.01.2025 01:15;31.01.2025 01:30;1.031,00;438,00;1.206,00;3.661,00;1,75;34,25;-;2.674,00;1.261,75;1.807,50;1,00;307,25
31.01.2025 01:30;31.01.2025 01:45;1.030,75;432,25;1.252,50;3.725,75;1,75;34,25;-;2.687,00;1.255,50;1.811,50;0,50;305,75
31.01.2025 01:45;31.01.2025 02:00;1.029,50;418,00;1.280,50;3.831,50;1,50;34,50;-;2.710,50;1.250,25;1.807,75;0,50;308,00
31.01.2025 02:00;31.01.2025 02:15;1.025,25;419,25;1.289,25;3.922,50;1,75;34,25;-;2.715,75;1.254,25;1.774,50;14,75;308,75
31.01.2025 02:15;31.01.2025 02:30;1.024,25;417,25;1.301,25;3.907,50;1,75;33,50;-;2.697,25;1.254,50;1.778,25;0,25;309,25
31.01.2025 02:30;31.01.2025 02:45;1.023,75;415,25;1.308,25;3.869,75;1,75;31,75;-;2.691,75;1.247,75;1.783,25;0,25;310,25
31.01.2025 02:45;31.01.2025 03:00;1.023,75;410,25;1.342,50;3.937,50;1,75;32,50;-;2.688,75;1.228,50;1.760,25;0,25;306,00
31.01.2025 03:00;31.01.2025 03:15;1.025,75;415,50;1.343,50;3.905,75;1,75;32,50;-;2.721,25;1.209,00;1.783,75;0,25;305,75
31.01.2025 03:15;31.01.2025 03:30;1.025,00;413,25;1.359,75;3.942,75;1,75;32,25;-;2.737,50;1.204,75;1.787,00;0,25;306,75
31.01.2025 03:30;31.01.2025 03:45;1.024,75;412,50;1.357,00;3.998,00;1,75;32,25;-;2.752,00;1.206,00;1.781,25;22,75;307,50
31.01.2025 03:45;31.01.2025 04:00;1.027,50;410,00;1.339,50;3.977,00;1,75;33,50;-;2.755,75;1.211,50;1.783,25;0,25;310,25
31.01.2025 04:00;31.01.2025 04:15;1.034,25;409,25;1.304,25;3.971,25;1,50;33,75;-;2.775,00;1.209,75;1.799,00;0,25;313,25
31.01.2025 04:15;31.01.2025 04:30;1.036,25;408,50;1.294,50;4.018,50;1,50;33,50;-;2.813,00;1.210,00;1.815,75;0,25;312,75
31.01.2025 04:30;31.01.2025 04:45;1.036,75;408,75;1.278,00;4.098,25;1,75;33,00;-;2.821,00;1.223,50;1.834,75;0,25;311,00
31.01.2025 04:45;31.01.2025 05:00;1.038,25;409,50;1.202,50;4.163,75;1,50;33,00;-;2.828,00;1.257,50;1.852,50;0,25;310,50
31.01.2025 05:00;31.01.2025 05:15;1.045,00;412,25;1.226,00;4.173,00;1,50;33,00;-;2.835,25;1.289,50;1.943,50;3,00;308,50
31.01.2025 05:15;31.01.2025 05:30;1.047,25;414,75;1.184,50;4.143,50;1,50;33,00;-;2.838,25;1.305,75;1.960,50;2,75;308,25
31.01.2025 05:30;31.01.2025 05:45;1.052,75;416,00;1.099,75;4.165,25;1,50;32,50;-;2.835,50;1.311,00;2.041,00;11,75;308,50
31.01.2025 05:45;31.01.2025 06:00;1.060,00;413,50;1.100,50;4.262,75;1,75;32,50;-;2.830,00;1.324,50;2.111,25;61,75;307,75
31.01.2025 06:00;31.01.2025 06:15;1.079,50;422,50;1.127,00;4.502,25;2,00;32,75;-;2.834,00;1.383,75;2.277,75;69,75;309,75
31.01.2025 06:15;31.01.2025 06:30;1.096,75;440,00;1.074,00;4.521,75;2,00;32,50;-;2.822,75;1.414,75;2.460,75;180,50;314,75
31.01.2025 06:30;31.01.2025 06:45;1.110,00;463,75;1.084,25;4.520,00;2,25;32,50;-;2.821,25;1.455,50;2.700,75;229,00;309,75
31.01.2025 06:45;31.01.2025 07:00;1.122,75;512,25;1.113,25;4.511,75;2,50;32,25;-;2.825,00;1.499,50;2.863,00;259,75;304,25
31.01.2025 07:00;31.01.2025 07:15;1.157,75;443,75;1.046,25;4.437,50;2,50;32,00;-;2.820,00;1.551,25;2.964,50;155,75;306,25
31.01.2025 07:15;31.01.2025 07:30;1.177,50;483,00;1.060,75;4.471,00;2,50;32,00;-;2.827,75;1.605,25;3.056,50;376,00;308,25
31.01.2025 07:30;31.01.2025 07:45;1.189,50;522,00;1.064,00;4.461,25;3,75;32,25;-;2.824,50;1.634,25;3.106,75;499,00;310,75
31.01.2025 07:45;31.01.2025 08:00;1.195,25;524,25;1.051,25;4.441,50;13,00;32,50;-;2.822,50;1.662,75;3.179,25;696,25;311,00
31.01.2025 08:00;31.01.2025 08:15;1.208,25;547,00;1.014,25;4.407,50;55,25;32,25;-;2.827,50;1.690,50;3.263,25;853,00;310,00
31.01.2025 08:15;31.01.2025 08:30;1.213,25;531,25;931,25;4.334,00;212,75;32,25;-;2.819,50;1.713,25;3.294,00;918,50;308,75
31.01.2025 08:30;31.01.2025 08:45;1.212,25;527,25;884,25;4.291,50;435,25;32,50;-;2.804,25;1.728,75;3.346,75;898,50;310,75
31.01.2025 08:45;31.01.2025 09:00;1.214,25;475,75;785,00;4.159,00;707,25;32,25;-;2.808,00;1.743,75;3.425,50;734,75;313,00
31.01.2025 09:00;31.01.2025 09:15;1.203,75;467,25;747,75;4.103,50;1.010,00;30,75;-;2.805,50;1.758,50;3.463,25;535,50;312,00
31.01.2025 09:15;31.01.2025 09:30;1.200,50;457,75;754,75;4.130,25;1.352,75;31,50;-;2.788,25;1.764,50;3.468,50;296,50;310,00
31.01.2025 09:30;31.01.2025 09:45;1.193,75;458,00;762,50;4.087,50;1.718,25;32,50;-;2.798,50;1.758,25;3.409,50;132,00;312,50
31.01.2025 09:45;31.01.2025 10:00;1.176,50;448,50;731,50;3.968,00;2.073,00;33,00;-;2.794,25;1.757,25;3.194,75;46,00;316,00
31.01.2025 10:00;31.01.2025 10:15;1.151,50;451,25;708,75;3.852,00;2.438,75;33,50;-;2.816,00;1.757,50;3.054,75;44,00;323,75
31.01.2025 10:15;31.01.2025 10:30;1.142,00;423,50;679,00;3.743,75;2.799,00;33,75;-;2.806,25;1.732,50;2.958,75;24,50;329,50
31.01.2025 10:30;31.01.2025 10:45;1.130,75;414,25;637,00;3.618,75;3.123,75;33,75;-;2.813,50;1.715,75;2.905,25;26,00;330,25
31.01.2025 10:45;31.01.2025 11:00;1.121,75;417,00;557,50;3.554,00;3.395,75;34,00;-;2.799,25;1.710,00;2.855,75;12,00;335,25
31.01.2025 11:00;31.01.2025 11:15;1.091,00;419,25;533,00;3.564,50;3.676,75;34,50;-;2.816,00;1.696,00;2.826,25;37,25;340,75
31.01.2025 11:15;31.01.2025 11:30;1.081,25;417,00;530,50;3.511,00;3.928,00;33,75;-;2.810,75;1.700,75;2.742,25;16,25;338,25
31.01.2025 11:30;31.01.2025 11:45;1.078,50;416,75;449,00;3.439,50;4.079,00;33,75;-;2.807,25;1.686,50;2.688,00;18,00;337,00
31.01.2025 11:45;31.01.2025 12:00;1.077,25;421,75;416,25;3.424,75;4.203,75;34,00;-;2.800,75;1.679,75;2.681,75;24,00;341,75
31.01.2025 12:00;31.01.2025 12:15;1.058,25;420,75;500,75;3.433,25;4.251,25;34,00;-;2.722,75;1.664,50;2.632,50;14,00;340,50
31.01.2025 12:15;31.01.2025 12:30;1.057,25;416,50;492,50;3.441,50;4.269,25;34,25;-;2.677,50;1.649,25;2.554,75;20,00;340,25
31.01.2025 12:30;31.01.2025 12:45;1.055,00;417,25;466,75;3.455,25;4.254,25;34,25;-;2.665,50;1.617,75;2.558,25;30,50;336,75
31.01.2025 12:45;31.01.2025 13:00;1.055,50;418,00;428,75;3.473,75;4.217,25;34,25;-;2.646,00;1.534,00;2.543,50;9,50;337,00
31.01.2025 13:00;31.01.2025 13:15;1.049,25;416,00;396,50;3.514,75;4.113,75;34,50;-;2.574,00;1.513,25;2.506,75;31,50;341,75
31.01.2025 13:15;31.01.2025 13:30;1.051,75;414,25;345,00;3.480,25;3.999,75;34,50;-;2.584,00;1.506,50;2.511,75;26,25;335,50
31.01.2025 13:30;31.01.2025 13:45;1.051,25;418,75;285,00;3.395,25;3.818,00;34,75;-;2.612,75;1.499,00;2.505,25;18,00;333,00
31.01.2025 13:45;31.01.2025 14:00;1.056,25;413,50;253,50;3.324,75;3.610,00;34,50;-;2.653,25;1.506,50;2.521,75;43,00;337,75
31.01.2025 14:00;31.01.2025 14:15;1.058,50;411,00;237,25;3.175,50;3.390,75;34,50;-;2.800,25;1.539,25;2.562,75;47,00;334,50
31.01.2025 14:15;31.01.2025 14:30;1.062,75;412,75;231,00;3.096,25;3.138,50;34,50;-;2.822,50;1.553,75;2.714,25;48,50;334,00
31.01.2025 14:30;31.01.2025 14:45;1.065,00;417,25;239,25;3.015,50;2.869,75;34,25;-;2.811,00;1.595,25;2.876,75;47,25;331,75
31.01.2025 14:45;31.01.2025 15:00;1.083,75;424,00;222,50;2.891,75;2.589,25;34,50;-;2.817,75;1.640,00;2.964,50;79,75;335,75
31.01.2025 15:00;31.01.2025 15:15;1.097,25;424,25;204,00;2.754,25;2.273,75;34,50;-;2.810,50;1.664,50;3.040,00;48,00;344,00
31.01.2025 15:15;31.01.2025 15:30;1.108,75;422,00;209,50;2.646,50;1.943,00;34,75;-;2.822,75;1.687,50;3.159,25;45,50;346,50
31.01.2025 15:30;31.01.2025 15:45;1.119,50;422,75;209,25;2.501,50;1.599,75;34,75;-;2.823,25;1.722,25;3.262,00;79,25;344,50
31.01.2025 15:45;31.01.2025 16:00;1.142,00;462,50;205,50;2.340,75;1.249,50;34,75;-;2.823,75;1.755,00;3.457,00;305,75;344,00
31.01.2025 16:00;31.01.2025 16:15;1.180,00;448,00;222,25;2.244,00;912,50;34,75;-;2.820,25;1.778,00;3.589,25;244,50;339,75
31.01.2025 16:15;31.01.2025 16:30;1.201,75;466,25;223,25;2.194,00;592,25;34,50;-;2.828,75;1.788,00;3.657,50;468,25;337,25
31.01.2025 16:30;31.01.2025 16:45;1.210,50;472,25;228,75;2.203,75;324,50;34,50;-;2.820,00;1.791,00;3.672,00;877,00;333,00
31.01.2025 16:45;31.01.2025 17:00;1.219,25;486,75;220,50;2.172,25;132,00;34,50;-;2.816,75;1.790,75;3.670,25;1.121,25;331,50
31.01.2025 17:00;31.01.2025 17:15;1.236,25;477,00;207,00;2.136,25;34,50;34,50;-;2.820,75;1.804,00;3.672,25;967,25;335,00
31.01.2025 17:15;31.01.2025 17:30;1.241,25;480,25;187,50;2.136,25;10,50;34,50;-;2.826,75;1.805,00;3.674,00;1.135,50;334,00
31.01.2025 17:30;31.01.2025 17:45;1.241,75;476,50;170,25;2.126,00;8,00;34,50;-;2.830,50;1.804,50;3.664,25;1.243,75;335,00
31.01.2025 17:45;31.01.2025 18:00;1.248,25;478,75;174,75;2.072,50;8,75;34,50;-;2.859,75;1.811,00;3.735,25;1.185,50;338,75
31.01.2025 18:00;31.01.2025 18:15;1.247,00;511,00;202,00;2.051,75;6,75;34,50;-;2.869,50;1.814,75;3.756,00;1.031,75;339,25
31.01.2025 18:15;31.01.2025 18:30;1.250,50;520,00;178,25;2.044,00;5,75;34,50;-;2.869,00;1.808,75;3.771,25;1.003,25;342,50
31.01.2025 18:30;31.01.2025 18:45;1.247,25;544,50;186,50;2.043,25;8,25;34,75;-;2.871,25;1.807,00;3.777,00;1.121,50;339,50
31.01.2025 18:45;31.01.2025 19:00;1.249,25;538,00;174,75;2.047,00;6,75;34,75;-;2.871,75;1.810,25;3.777,25;1.102,50;338,25
31.01.2025 19:00;31.01.2025 19:15;1.242,50;589,00;169,75;2.055,00;11,50;34,75;-;2.868,25;1.811,75;3.778,50;1.142,50;342,00
31.01.2025 19:15;31.01.2025 19:30;1.239,00;548,25;195,25;2.055,00;10,75;34,75;-;2.846,75;1.808,50;3.711,75;1.391,75;344,00
31.01.2025 19:30;31.01.2025 19:45;1.234,25;520,25;210,25;2.085,00;6,50;34,50;-;2.817,75;1.808,75;3.710,75;1.434,00;342,50
31.01.2025 19:45;31.01.2025 20:00;1.226,75;493,75;208,00;2.093,75;4,50;34,50;-;2.818,25;1.808,00;3.703,75;1.142,25;342,00
31.01.2025 20:00;31.01.2025 20:15;1.198,00;535,50;212,25;2.067,75;9,00;34,75;-;2.816,75;1.796,25;3.694,50;1.101,50;340,50
31.01.2025 20:15;31.01.2025 20:30;1.189,50;470,75;203,00;2.053,25;4,50;34,75;-;2.824,75;1.797,00;3.690,50;772,75;343,00
31.01.2025 20:30;31.01.2025 20:45;1.177,25;428,00;208,00;2.030,50;4,50;34,50;-;2.823,00;1.797,75;3.676,50;531,50;344,50
31.01.2025 20:45;31.01.2025 21:00;1.168,75;423,00;228,25;2.009,50;4,25;34,25;-;2.820,00;1.800,75;3.654,25;385,25;341,50
31.01.2025 21:00;31.01.2025 21:15;1.147,50;438,50;218,50;1.994,25;4,25;34,00;-;2.823,25;1.799,75;3.613,25;307,00;340,75
31.01.2025 21:15;31.01.2025 21:30;1.143,00;419,75;225,25;1.933,75;4,25;34,00;-;2.822,50;1.794,25;3.575,00;158,50;343,00
31.01.2025 21:30;31.01.2025 21:45;1.128,00;433,50;223,75;1.908,50;4,25;34,00;-;2.821,25;1.787,25;3.395,25;140,25;340,25
31.01.2025 21:45;31.01.2025 22:00;1.124,75;442,50;217,00;1.894,50;4,25;34,00;-;2.820,50;1.785,00;3.198,75;101,75;336,50
31.01.2025 22:00;31.01.2025 22:15;1.107,75;447,50;236,25;1.826,25;4,75;33,75;-;2.835,25;1.782,50;3.146,25;125,00;341,00
31.01.2025 22:15;31.01.2025 22:30;1.098,00;432,25;241,50;1.783,25;4,25;33,75;-;2.842,75;1.779,75;3.116,50;56,75;342,00
31.01.2025 22:30;31.01.2025 22:45;1.094,75;418,00;244,50;1.737,25;6,75;33,75;-;2.859,50;1.779,00;2.970,25;70,75;342,25
31.01.2025 22:45;31.01.2025 23:00;1.092,25;414,25;240,50;1.700,75;5,75;34,00;-;2.864,50;1.781,75;2.733,00;113,00;341,25
31.01.2025 23:00;31.01.2025 23:15;1.079,50;419,50;231,00;1.675,25;5,00;34,25;-;2.881,50;1.778,00;2.651,75;252,00;347,50
31.01.2025 23:15;31.01.2025 23:30;1.078,00;422,25;215,75;1.673,75;4,50;34,50;-;2.872,00;1.772,75;2.538,75;143,75;344,00
31.01.2025 23:30;31.01.2025 23:45;1.068,25;420,00;219,25;1.672,25;2,25;34,25;-;2.888,00;1.766,75;2.467,75;138,50;337,25
31.01.2025 23:45;01.02.2025 00:00;1.060,00;424,00;226,75;1.681,75;2,00;34,25;-;2.904,25;1.764,00;2.344,75;67,50;342,00
01.02.2025 00:00;01.02.2025 00:15;1.053,75;422,50;246,00;1.700,00;2,25;34,25;-;2.911,25;1.763,75;2.317,50;32,00;386,25
01.02.2025 00:15;01.02.2025 00:30;1.050,50;444,00;228,75;1.693,00;2,00;34,50;-;2.910,25;1.766,50;2.250,25;33,50;345,25
01.02.2025 00:30;01.02.2025 00:45;1.043,00;488,25;218,75;1.688,50;2,00;34,25;-;2.916,75;1.767,25;2.175,25;33,50;345,00
01.02.2025 00:45;01.02.2025 01:00;1.041,00;488,25;213,50;1.696,25;2,00;34,25;-;2.909,50;1.761,25;2.157,00;34,50;345,25
01.02.2025 01:00;01.02.2025 01:15;1.034,75;430,25;218,50;1.674,50;2,00;34,25;-;2.902,75;1.739,00;2.086,00;33,25;348,50
01.02.2025 01:15;01.02.2025 01:30;1.035,25;428,00;214,50;1.657,75;2,25;34,25;-;2.895,00;1.704,00;2.073,25;37,75;352,00
01.02.2025 01:30;01.02.2025 01:45;1.036,50;426,00;231,25;1.628,50;2,25;34,25;-;2.894,00;1.663,75;2.069,00;25,00;352,00
